url,status_code
https://www.quantcast.com,200
https://www.builtwith.com,301
https://www.aboutus.org,301
https://whoisx.co.uk,301
https://www.whoisya.com,-1
https://dntrace.keyhints.com,403
https://www.peekstats.com,302
https://peekstats.com,302
https://websitevaluebot.com,302
